"priority_tier","priority_score","slug","url","build_exists","canonical_status","canonical_concern","robots_status","in_sitemap","article_inlinks","site_inlinks","outgoing_article_links","orphan","site_orphan","low_inlink","cluster_status","cluster","parent_pillar","local_concerns","gsc_url_inspection"
"P2","35","30-day-high-fiber-challenge-meal-plan","https://www.daily-life-hacks.com/30-day-high-fiber-challenge-meal-plan/","true","ok","false","index","true","1","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","black-bean-brownies-hidden-fiber-dessert","https://www.daily-life-hacks.com/black-bean-brownies-hidden-fiber-dessert/","true","ok","false","index","true","1","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","healthy-sweet-tooth-snack-ideas-night","https://www.daily-life-hacks.com/healthy-sweet-tooth-snack-ideas-night/","true","ok","false","index","true","1","2","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","how-to-reduce-food-waste-at-home-easy-tips","https://www.daily-life-hacks.com/how-to-reduce-food-waste-at-home-easy-tips/","true","ok","false","index","true","1","2","7","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","ricotta-berry-toast-bar-no-cook","https://www.daily-life-hacks.com/ricotta-berry-toast-bar-no-cook/","true","ok","false","index","true","1","2","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","selenium-containing-foods-easy-ways","https://www.daily-life-hacks.com/selenium-containing-foods-easy-ways/","true","ok","false","index","true","1","2","4","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","sheet-pan-salmon-and-vegetables-30-minutes","https://www.daily-life-hacks.com/sheet-pan-salmon-and-vegetables-30-minutes/","true","ok","false","index","true","1","2","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","tuscan-white-bean-kale-soup-stovetop","https://www.daily-life-hacks.com/tuscan-white-bean-kale-soup-stovetop/","true","ok","false","index","true","1","2","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","add-flavor-without-more-sugar-tricks","https://www.daily-life-hacks.com/add-flavor-without-more-sugar-tricks/","true","ok","false","index","true","2","4","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","air-fryer-salmon-bites-garlic-honey-glaze","https://www.daily-life-hacks.com/air-fryer-salmon-bites-garlic-honey-glaze/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","best-high-fiber-fruits-for-weight-loss-list","https://www.daily-life-hacks.com/best-high-fiber-fruits-for-weight-loss-list/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","best-way-to-cook-prime-rib","https://www.daily-life-hacks.com/best-way-to-cook-prime-rib/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","best-way-to-cook-ribs","https://www.daily-life-hacks.com/best-way-to-cook-ribs/","true","ok","false","index","true","2","4","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","big-flavor-less-salt-citrus-herbs-umami-swaps","https://www.daily-life-hacks.com/big-flavor-less-salt-citrus-herbs-umami-swaps/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","creamy-mushroom-barley-risotto-hands-off","https://www.daily-life-hacks.com/creamy-mushroom-barley-risotto-hands-off/","true","ok","false","index","true","2","3","4","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","easy-black-bean-tacos-weeknight-dinner","https://www.daily-life-hacks.com/easy-black-bean-tacos-weeknight-dinner/","true","ok","false","index","true","2","4","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","fiber-rich-soup-for-weight-loss-cabbage","https://www.daily-life-hacks.com/fiber-rich-soup-for-weight-loss-cabbage/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","fix-oversalted-soup-sauce-rice","https://www.daily-life-hacks.com/fix-oversalted-soup-sauce-rice/","true","ok","false","index","true","2","3","4","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","grab-and-go-fridge-snack-drawer","https://www.daily-life-hacks.com/grab-and-go-fridge-snack-drawer/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","healthy-alternatives-white-rice-dinner","https://www.daily-life-hacks.com/healthy-alternatives-white-rice-dinner/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","healthy-homemade-dumpling-wrapper-recipe","https://www.daily-life-hacks.com/healthy-homemade-dumpling-wrapper-recipe/","true","ok","false","index","true","2","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","healthy-spring-vegetable-soup-recipes","https://www.daily-life-hacks.com/healthy-spring-vegetable-soup-recipes/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","healthy-turkey-meatballs-meal-prep","https://www.daily-life-hacks.com/healthy-turkey-meatballs-meal-prep/","true","ok","false","index","true","2","4","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","high-fiber-bran-muffins-that-taste-good","https://www.daily-life-hacks.com/high-fiber-bran-muffins-that-taste-good/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","high-fiber-hummus-recipe-homemade","https://www.daily-life-hacks.com/high-fiber-hummus-recipe-homemade/","true","ok","false","index","true","2","3","4","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","high-fiber-salad-dressings-homemade","https://www.daily-life-hacks.com/high-fiber-salad-dressings-homemade/","true","ok","false","index","true","2","4","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","how-to-keep-sandwiches-from-getting-soggy","https://www.daily-life-hacks.com/how-to-keep-sandwiches-from-getting-soggy/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","how-to-store-fruits-and-vegetables-properly","https://www.daily-life-hacks.com/how-to-store-fruits-and-vegetables-properly/","true","ok","false","index","true","2","3","7","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","kitchen-hacks-for-sink","https://www.daily-life-hacks.com/kitchen-hacks-for-sink/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","kitchen-tools-that-save-time-and-money","https://www.daily-life-hacks.com/kitchen-tools-that-save-time-and-money/","true","ok","false","index","true","2","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","macronutrient-breakdown-healthy-egg-sandwich","https://www.daily-life-hacks.com/macronutrient-breakdown-healthy-egg-sandwich/","true","ok","false","index","true","2","4","4","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","make-ahead-breakfast-ideas-without-eggs","https://www.daily-life-hacks.com/make-ahead-breakfast-ideas-without-eggs/","true","ok","false","index","true","2","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","natto-japanese-fermented-soybeans-gut-health","https://www.daily-life-hacks.com/natto-japanese-fermented-soybeans-gut-health/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","no-bake-high-fiber-energy-balls-recipe","https://www.daily-life-hacks.com/no-bake-high-fiber-energy-balls-recipe/","true","ok","false","index","true","2","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","plan-week-of-dinners-fewer-grocery-runs","https://www.daily-life-hacks.com/plan-week-of-dinners-fewer-grocery-runs/","true","ok","false","index","true","2","3","7","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","prune-juice-alternatives-for-constipation","https://www.daily-life-hacks.com/prune-juice-alternatives-for-constipation/","true","ok","false","index","true","2","3","7","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","quick-dinner-recipes","https://www.daily-life-hacks.com/quick-dinner-recipes/","true","ok","false","index","true","2","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","sheet-pan-ginger-tofu-broccoli-sticky-glaze","https://www.daily-life-hacks.com/sheet-pan-ginger-tofu-broccoli-sticky-glaze/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","stuffed-portobello-mushrooms-quinoa-spinach-feta","https://www.daily-life-hacks.com/stuffed-portobello-mushrooms-quinoa-spinach-feta/","true","ok","false","index","true","2","3","5","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P2","35","whole-wheat-vs-white-pasta-fiber","https://www.daily-life-hacks.com/whole-wheat-vs-white-pasta-fiber/","true","ok","false","index","true","2","3","6","false","false","true","missing","","","low_article_inlinks|cluster_missing","priority_queue"
"P3","20","meal-prep-for-beginners-complete-system","https://www.daily-life-hacks.com/meal-prep-for-beginners-complete-system/","true","ok","false","index","true","14","16","23","false","false","false","registered_parent_unassigned","","","cluster_missing|registered_parent_unassigned","inspect_if_low_or_zero_impressions"
"P3","20","eat-healthy-on-a-budget-complete-playbook","https://www.daily-life-hacks.com/eat-healthy-on-a-budget-complete-playbook/","true","ok","false","index","true","25","28","26","false","false","false","registered_parent_unassigned","","","cluster_missing|registered_parent_unassigned","inspect_if_low_or_zero_impressions"
"P3","10","amaranth-millet-teff-beginner-cooking-guide","https://www.daily-life-hacks.com/amaranth-millet-teff-beginner-cooking-guide/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","artichoke-recipes-for-gut-health","https://www.daily-life-hacks.com/artichoke-recipes-for-gut-health/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","baking-sheet-liners-parchment-silicone-when-to-use","https://www.daily-life-hacks.com/baking-sheet-liners-parchment-silicone-when-to-use/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","balanced-breakfast-that-keeps-you-full","https://www.daily-life-hacks.com/balanced-breakfast-that-keeps-you-full/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","batch-cooking-for-beginners-weekly-guide","https://www.daily-life-hacks.com/batch-cooking-for-beginners-weekly-guide/","true","ok","false","index","true","3","4","8","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-way-to-cook-baked-potatoes","https://www.daily-life-hacks.com/best-way-to-cook-baked-potatoes/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","budget-meal-ideas-for-one","https://www.daily-life-hacks.com/budget-meal-ideas-for-one/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cheap-chicken-casserole-meals-large-families","https://www.daily-life-hacks.com/cheap-chicken-casserole-meals-large-families/","true","ok","false","index","true","3","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","farro-lunch-bowl-roasted-vegetables-lemon-tahini","https://www.daily-life-hacks.com/farro-lunch-bowl-roasted-vegetables-lemon-tahini/","true","ok","false","index","true","3","4","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","food-prep-guide-recipes","https://www.daily-life-hacks.com/food-prep-guide-recipes/","true","ok","false","index","true","3","4","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","gut-health-tea-peppermint-ginger","https://www.daily-life-hacks.com/gut-health-tea-peppermint-ginger/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","healthy-blue-collar-lunch-ideas-men","https://www.daily-life-hacks.com/healthy-blue-collar-lunch-ideas-men/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-meals-for-constipation-relief","https://www.daily-life-hacks.com/high-fiber-meals-for-constipation-relief/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-pasta-alternatives","https://www.daily-life-hacks.com/high-fiber-pasta-alternatives/","true","ok","false","index","true","3","4","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-yogurt-parfait-for-breakfast","https://www.daily-life-hacks.com/high-fiber-yogurt-parfait-for-breakfast/","true","ok","false","index","true","3","5","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-protein-high-fiber-meals-for-weight-loss","https://www.daily-life-hacks.com/high-protein-high-fiber-meals-for-weight-loss/","true","ok","false","index","true","3","4","8","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-cool-rice-for-fried-rice","https://www.daily-life-hacks.com/how-to-cool-rice-for-fried-rice/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-organize-a-small-kitchen-on-a-budget","https://www.daily-life-hacks.com/how-to-organize-a-small-kitchen-on-a-budget/","true","ok","false","index","true","3","4","8","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-pack-salad-for-work-not-soggy","https://www.daily-life-hacks.com/how-to-pack-salad-for-work-not-soggy/","true","ok","false","index","true","3","4","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-read-nutrition-labels-for-beginners","https://www.daily-life-hacks.com/how-to-read-nutrition-labels-for-beginners/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-use-leftover-rice-creative-ideas","https://www.daily-life-hacks.com/how-to-use-leftover-rice-creative-ideas/","true","ok","false","index","true","3","5","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","plant-based-protein-sources-complete-guide","https://www.daily-life-hacks.com/plant-based-protein-sources-complete-guide/","true","ok","false","index","true","3","4","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","sheet-pan-breakfast-hash-with-eggs-and-sweet-potatoes","https://www.daily-life-hacks.com/sheet-pan-breakfast-hash-with-eggs-and-sweet-potatoes/","true","ok","false","index","true","3","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","simple-lunch-recipes-indian-veg","https://www.daily-life-hacks.com/simple-lunch-recipes-indian-veg/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","tabbouleh-salad-high-fiber-bulgur","https://www.daily-life-hacks.com/tabbouleh-salad-high-fiber-bulgur/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","vegan-high-fiber-meal-prep-for-week","https://www.daily-life-hacks.com/vegan-high-fiber-meal-prep-for-week/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","water-and-fiber-the-golden-rule","https://www.daily-life-hacks.com/water-and-fiber-the-golden-rule/","true","ok","false","index","true","3","4","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","zinc-containing-foods-weekly-meals","https://www.daily-life-hacks.com/zinc-containing-foods-weekly-meals/","true","ok","false","index","true","3","4","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","baked-cod-lemon-capers-green-beans","https://www.daily-life-hacks.com/baked-cod-lemon-capers-green-beans/","true","ok","false","index","true","4","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-breakfast-foods-for-sustained-energy","https://www.daily-life-hacks.com/best-breakfast-foods-for-sustained-energy/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cooking-for-picky-adults-simple-options","https://www.daily-life-hacks.com/cooking-for-picky-adults-simple-options/","true","ok","false","index","true","4","5","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cooking-oils-smoke-points-best-uses","https://www.daily-life-hacks.com/cooking-oils-smoke-points-best-uses/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cottage-cheese-vs-greek-yogurt-protein-uses","https://www.daily-life-hacks.com/cottage-cheese-vs-greek-yogurt-protein-uses/","true","ok","false","index","true","4","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-one-pot-chicken-and-rice-dinner","https://www.daily-life-hacks.com/easy-one-pot-chicken-and-rice-dinner/","true","ok","false","index","true","4","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-meal-prep-ideas-for-busy-weeks-2026","https://www.daily-life-hacks.com/high-fiber-meal-prep-ideas-for-busy-weeks-2026/","true","ok","false","index","true","4","5","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-stir-fry-vegetables","https://www.daily-life-hacks.com/high-fiber-stir-fry-vegetables/","true","ok","false","index","true","4","5","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-much-protein-do-you-need-per-day","https://www.daily-life-hacks.com/how-much-protein-do-you-need-per-day/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-choose-granola-not-dessert","https://www.daily-life-hacks.com/how-to-choose-granola-not-dessert/","true","ok","false","index","true","4","5","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-freeze-bananas-for-smoothies","https://www.daily-life-hacks.com/how-to-freeze-bananas-for-smoothies/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-keep-bread-fresh-longer-without-mold","https://www.daily-life-hacks.com/how-to-keep-bread-fresh-longer-without-mold/","true","ok","false","index","true","4","5","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-pack-lunch-crisp-sandwiches-salads","https://www.daily-life-hacks.com/how-to-pack-lunch-crisp-sandwiches-salads/","true","ok","false","index","true","4","5","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","keep-berries-fresh-longer-when-to-wash","https://www.daily-life-hacks.com/keep-berries-fresh-longer-when-to-wash/","true","ok","false","index","true","4","5","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","low-cost-protein-meal-hacks-families","https://www.daily-life-hacks.com/low-cost-protein-meal-hacks-families/","true","ok","false","index","true","4","5","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","pear-salad-with-walnuts-fiber-rich","https://www.daily-life-hacks.com/pear-salad-with-walnuts-fiber-rich/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","protein-per-serving-beans-chicken-tofu-compared","https://www.daily-life-hacks.com/protein-per-serving-beans-chicken-tofu-compared/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","quick-dinner-recipes-for-family","https://www.daily-life-hacks.com/quick-dinner-recipes-for-family/","true","ok","false","index","true","4","5","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","savory-oatmeal-bowls-with-eggs-and-avocado","https://www.daily-life-hacks.com/savory-oatmeal-bowls-with-eggs-and-avocado/","true","ok","false","index","true","4","5","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","vegetarian-high-fiber-dinners-for-natural-relief","https://www.daily-life-hacks.com/vegetarian-high-fiber-dinners-for-natural-relief/","true","ok","false","index","true","4","5","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-way-to-cook-chicken","https://www.daily-life-hacks.com/best-way-to-cook-chicken/","true","ok","false","index","true","5","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-way-to-cook-pork-chops","https://www.daily-life-hacks.com/best-way-to-cook-pork-chops/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","budget-meal-ideas-philippines","https://www.daily-life-hacks.com/budget-meal-ideas-philippines/","true","ok","false","index","true","5","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","chia-pudding-variations-for-breakfast","https://www.daily-life-hacks.com/chia-pudding-variations-for-breakfast/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
