"priority_tier","priority_score","slug","url","build_exists","canonical_status","canonical_concern","robots_status","in_sitemap","article_inlinks","site_inlinks","outgoing_article_links","orphan","site_orphan","low_inlink","cluster_status","cluster","parent_pillar","local_concerns","gsc_url_inspection"
"P3","10","crispy-smashed-potato-salad-dijon-herbs","https://www.daily-life-hacks.com/crispy-smashed-potato-salad-dijon-herbs/","true","ok","false","index","true","5","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cucumber-edamame-salad-sesame","https://www.daily-life-hacks.com/cucumber-edamame-salad-sesame/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-sourdough-discard-pizza-dough-no-yeast","https://www.daily-life-hacks.com/easy-sourdough-discard-pizza-dough-no-yeast/","true","ok","false","index","true","5","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-sourdough-discard-recipes-beginners","https://www.daily-life-hacks.com/easy-sourdough-discard-recipes-beginners/","true","ok","false","index","true","5","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","freezer-meal-prep-ideas-for-beginners","https://www.daily-life-hacks.com/freezer-meal-prep-ideas-for-beginners/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","freezer-organization-tips-large-family-meals","https://www.daily-life-hacks.com/freezer-organization-tips-large-family-meals/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","frozen-vs-fresh-produce-when-to-buy","https://www.daily-life-hacks.com/frozen-vs-fresh-produce-when-to-buy/","true","ok","false","index","true","5","7","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","gluten-free-sourdough-discard-pizza-dough","https://www.daily-life-hacks.com/gluten-free-sourdough-discard-pizza-dough/","true","ok","false","index","true","5","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","healthy-fats-list-foods-to-eat-daily","https://www.daily-life-hacks.com/healthy-fats-list-foods-to-eat-daily/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-avocado-toast-variations","https://www.daily-life-hacks.com/high-fiber-avocado-toast-variations/","true","ok","false","index","true","5","7","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-cauliflower-rice-recipes","https://www.daily-life-hacks.com/high-fiber-cauliflower-rice-recipes/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-pizza-crust-cauliflower","https://www.daily-life-hacks.com/high-fiber-pizza-crust-cauliflower/","true","ok","false","index","true","5","6","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-smoothies-for-kids-picky-eaters","https://www.daily-life-hacks.com/high-fiber-smoothies-for-kids-picky-eaters/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-make-grocery-shopping-cheaper","https://www.daily-life-hacks.com/how-to-make-grocery-shopping-cheaper/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-make-sourdough-pizza-dough-same-day","https://www.daily-life-hacks.com/how-to-make-sourdough-pizza-dough-same-day/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-meal-prep-on-a-budget-for-one-person","https://www.daily-life-hacks.com/how-to-meal-prep-on-a-budget-for-one-person/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-preheat-skillet-even-browning","https://www.daily-life-hacks.com/how-to-preheat-skillet-even-browning/","true","ok","false","index","true","5","6","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-store-homemade-salad-dressing-safely","https://www.daily-life-hacks.com/how-to-store-homemade-salad-dressing-safely/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","popcorn-vs-potato-chips-fiber-comparison","https://www.daily-life-hacks.com/popcorn-vs-potato-chips-fiber-comparison/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","prebiotic-foods-beyond-the-buzzwords","https://www.daily-life-hacks.com/prebiotic-foods-beyond-the-buzzwords/","true","ok","false","index","true","5","6","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","quick-20-minute-high-fiber-meals-for-busy-days","https://www.daily-life-hacks.com/quick-20-minute-high-fiber-meals-for-busy-days/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","quick-black-bean-and-corn-salsa-no-cooking-required","https://www.daily-life-hacks.com/quick-black-bean-and-corn-salsa-no-cooking-required/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","savory-chia-seed-recipes-breakfast","https://www.daily-life-hacks.com/savory-chia-seed-recipes-breakfast/","true","ok","false","index","true","5","6","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","split-pea-soup-recipe-high-fiber","https://www.daily-life-hacks.com/split-pea-soup-recipe-high-fiber/","true","ok","false","index","true","5","6","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","beans-and-rice-complete-protein-meal","https://www.daily-life-hacks.com/beans-and-rice-complete-protein-meal/","true","ok","false","index","true","6","8","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-way-to-cook-a-pork-tenderloin","https://www.daily-life-hacks.com/best-way-to-cook-a-pork-tenderloin/","true","ok","false","index","true","6","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","camping-meal-hacks-large-families","https://www.daily-life-hacks.com/camping-meal-hacks-large-families/","true","ok","false","index","true","6","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cheap-crockpot-meals-large-families","https://www.daily-life-hacks.com/cheap-crockpot-meals-large-families/","true","ok","false","index","true","6","8","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cheap-ground-beef-meals-large-families","https://www.daily-life-hacks.com/cheap-ground-beef-meals-large-families/","true","ok","false","index","true","6","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","comparing-fiber-content-different-pizza-crusts","https://www.daily-life-hacks.com/comparing-fiber-content-different-pizza-crusts/","true","ok","false","index","true","6","7","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","crispy-roasted-chickpeas-high-fiber-snack","https://www.daily-life-hacks.com/crispy-roasted-chickpeas-high-fiber-snack/","true","ok","false","index","true","6","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","food-prep-guide-blog-recipes","https://www.daily-life-hacks.com/food-prep-guide-blog-recipes/","true","ok","false","index","true","6","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","gut-friendly-high-fiber-smoothies-for-daily-wellness","https://www.daily-life-hacks.com/gut-friendly-high-fiber-smoothies-for-daily-wellness/","true","ok","false","index","true","6","7","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","healthy-egg-sandwich-add-ins-toppings","https://www.daily-life-hacks.com/healthy-egg-sandwich-add-ins-toppings/","true","ok","false","index","true","6","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-gluten-free-bread-recipe","https://www.daily-life-hacks.com/high-fiber-gluten-free-bread-recipe/","true","ok","false","index","true","6","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-much-protein-in-bagel-sandwich","https://www.daily-life-hacks.com/how-much-protein-in-bagel-sandwich/","true","ok","false","index","true","6","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-pack-cold-pasta-salad-picnics","https://www.daily-life-hacks.com/how-to-pack-cold-pasta-salad-picnics/","true","ok","false","index","true","6","7","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-properly-store-cooked-grains-for-meal-prep","https://www.daily-life-hacks.com/how-to-properly-store-cooked-grains-for-meal-prep/","true","ok","false","index","true","6","8","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-season-cast-iron-skillet-properly","https://www.daily-life-hacks.com/how-to-season-cast-iron-skillet-properly/","true","ok","false","index","true","6","7","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-store-fresh-ginger","https://www.daily-life-hacks.com/how-to-store-fresh-ginger/","true","ok","false","index","true","6","7","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-stretch-meals-large-families","https://www.daily-life-hacks.com/how-to-stretch-meals-large-families/","true","ok","false","index","true","6","7","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","lentil-curry-high-fiber-vegan-dinner","https://www.daily-life-hacks.com/lentil-curry-high-fiber-vegan-dinner/","true","ok","false","index","true","6","7","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-way-to-store-avocados-to-stop-browning","https://www.daily-life-hacks.com/best-way-to-store-avocados-to-stop-browning/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","chicken-veggie-lettuce-wraps-peanut-sauce","https://www.daily-life-hacks.com/chicken-veggie-lettuce-wraps-peanut-sauce/","true","ok","false","index","true","7","9","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","creamy-tomato-orzo-white-beans-one-pot","https://www.daily-life-hacks.com/creamy-tomato-orzo-white-beans-one-pot/","true","ok","false","index","true","7","9","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-high-fiber-breakfast-ideas-for-gut-health","https://www.daily-life-hacks.com/easy-high-fiber-breakfast-ideas-for-gut-health/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","grocery-shopping-list-for-healthy-eating-on-a-budget","https://www.daily-life-hacks.com/grocery-shopping-list-for-healthy-eating-on-a-budget/","true","ok","false","index","true","7","9","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","healthy-homemade-indian-salad-dressing-recipes","https://www.daily-life-hacks.com/healthy-homemade-indian-salad-dressing-recipes/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-burrito-bowl-meal-prep","https://www.daily-life-hacks.com/high-fiber-burrito-bowl-meal-prep/","true","ok","false","index","true","7","8","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-fast-food-options-guide","https://www.daily-life-hacks.com/high-fiber-fast-food-options-guide/","true","ok","false","index","true","7","8","8","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-popcorn-toppings-healthy","https://www.daily-life-hacks.com/high-fiber-popcorn-toppings-healthy/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-quinoa-salad-for-lunch-prep","https://www.daily-life-hacks.com/high-fiber-quinoa-salad-for-lunch-prep/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-raspberry-jam-recipe-chia","https://www.daily-life-hacks.com/high-fiber-raspberry-jam-recipe-chia/","true","ok","false","index","true","7","8","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-protein-bagel-sandwich-ideas-lunch","https://www.daily-life-hacks.com/high-protein-bagel-sandwich-ideas-lunch/","true","ok","false","index","true","7","9","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-increase-fiber-intake-without-gas","https://www.daily-life-hacks.com/how-to-increase-fiber-intake-without-gas/","true","ok","false","index","true","7","8","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-measure-sourdough-discard-grams","https://www.daily-life-hacks.com/how-to-measure-sourdough-discard-grams/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-prep-high-protein-lunches-work","https://www.daily-life-hacks.com/how-to-prep-high-protein-lunches-work/","true","ok","false","index","true","7","8","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-store-homemade-bread","https://www.daily-life-hacks.com/how-to-store-homemade-bread/","true","ok","false","index","true","7","8","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","oatmeal-vs-grits-fiber-content","https://www.daily-life-hacks.com/oatmeal-vs-grits-fiber-content/","true","ok","false","index","true","7","8","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","aldi-shopping-hacks-large-family-meals","https://www.daily-life-hacks.com/aldi-shopping-hacks-large-family-meals/","true","ok","false","index","true","8","10","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","best-high-protein-breads-healthy-sandwiches","https://www.daily-life-hacks.com/best-high-protein-breads-healthy-sandwiches/","true","ok","false","index","true","8","10","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cauliflower-fried-rice-with-eggs","https://www.daily-life-hacks.com/cauliflower-fried-rice-with-eggs/","true","ok","false","index","true","8","10","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","cutting-board-basics-which-to-use","https://www.daily-life-hacks.com/cutting-board-basics-which-to-use/","true","ok","false","index","true","8","9","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-cold-summer-pasta-salad-potlucks","https://www.daily-life-hacks.com/easy-cold-summer-pasta-salad-potlucks/","true","ok","false","index","true","8","9","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-sandwich-bread-recipe-beginners","https://www.daily-life-hacks.com/easy-sandwich-bread-recipe-beginners/","true","ok","false","index","true","8","9","7","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","good-source-of-fiber-label-meaning","https://www.daily-life-hacks.com/good-source-of-fiber-label-meaning/","true","ok","false","index","true","8","9","9","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","healthy-homemade-vegan-caesar-salad-dressing","https://www.daily-life-hacks.com/healthy-homemade-vegan-caesar-salad-dressing/","true","ok","false","index","true","8","9","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-store-fresh-herbs-to-last-longer","https://www.daily-life-hacks.com/how-to-store-fresh-herbs-to-last-longer/","true","ok","false","index","true","8","9","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","quick-and-easy-stir-fry-sauce-recipes-no-bottled-stuff","https://www.daily-life-hacks.com/quick-and-easy-stir-fry-sauce-recipes-no-bottled-stuff/","true","ok","false","index","true","8","9","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","hidden-sugars-popular-summer-salad-dressings","https://www.daily-life-hacks.com/hidden-sugars-popular-summer-salad-dressings/","true","ok","false","index","true","9","11","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-revive-wilted-lettuce-and-greens","https://www.daily-life-hacks.com/how-to-revive-wilted-lettuce-and-greens/","true","ok","false","index","true","9","11","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","freezer-inventory-simple-system","https://www.daily-life-hacks.com/freezer-inventory-simple-system/","true","ok","false","index","true","10","11","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-fiber-dinner-recipes-picky-kids","https://www.daily-life-hacks.com/high-fiber-dinner-recipes-picky-kids/","true","ok","false","index","true","10","11","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-clean-blender-fast-no-scrub","https://www.daily-life-hacks.com/how-to-clean-blender-fast-no-scrub/","true","ok","false","index","true","10","11","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-cook-dried-beans-from-scratch","https://www.daily-life-hacks.com/how-to-cook-dried-beans-from-scratch/","true","ok","false","index","true","10","11","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-quick-soak-dried-beans-same-day","https://www.daily-life-hacks.com/how-to-quick-soak-dried-beans-same-day/","true","ok","false","index","true","10","11","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","food-prep-tips-to-save-time","https://www.daily-life-hacks.com/food-prep-tips-to-save-time/","true","ok","false","index","true","11","12","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","costco-rotisserie-chicken-meal-ideas-dinner","https://www.daily-life-hacks.com/costco-rotisserie-chicken-meal-ideas-dinner/","true","ok","false","index","true","12","14","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","healthy-alternatives-potato-chips-snacking","https://www.daily-life-hacks.com/healthy-alternatives-potato-chips-snacking/","true","ok","false","index","true","12","13","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","how-to-double-recipe-seasoning-without-guessing","https://www.daily-life-hacks.com/how-to-double-recipe-seasoning-without-guessing/","true","ok","false","index","true","12","13","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","health-benefits-eating-soup-in-spring","https://www.daily-life-hacks.com/health-benefits-eating-soup-in-spring/","true","ok","false","index","true","13","14","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-protein-vegetarian-breakfast-burritos-you-can-freeze","https://www.daily-life-hacks.com/high-protein-vegetarian-breakfast-burritos-you-can-freeze/","true","ok","false","index","true","13","14","4","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","hearty-vegetarian-chili-with-three-beans-and-corn","https://www.daily-life-hacks.com/hearty-vegetarian-chili-with-three-beans-and-corn/","true","ok","false","index","true","14","15","6","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","quick-black-bean-burgers-that-hold-their-shape","https://www.daily-life-hacks.com/quick-black-bean-burgers-that-hold-their-shape/","true","ok","false","index","true","16","17","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","high-protein-vs-high-fiber-satiety","https://www.daily-life-hacks.com/high-protein-vs-high-fiber-satiety/","true","ok","false","index","true","17","18","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P3","10","easy-weeknight-fish-tacos-with-cabbage-slaw","https://www.daily-life-hacks.com/easy-weeknight-fish-tacos-with-cabbage-slaw/","true","ok","false","index","true","20","21","5","false","false","false","missing","","","cluster_missing","inspect_if_low_or_zero_impressions"
"P4","0","what-30-grams-of-fiber-costs-per-day","https://www.daily-life-hacks.com/what-30-grams-of-fiber-costs-per-day/","true","ok","false","index","true","5","7","9","false","false","false","assigned_valid","budget-fiber","how-to-eat-more-fiber-on-a-budget-complete-guide","none","inspect_if_low_or_zero_impressions"
"P4","0","best-low-cost-protein-sources-large-families","https://www.daily-life-hacks.com/best-low-cost-protein-sources-large-families/","true","ok","false","index","true","8","10","7","false","false","false","assigned_valid","budget-protein","high-protein-on-a-budget-complete-guide","none","inspect_if_low_or_zero_impressions"
"P4","0","what-50-grams-of-protein-costs-per-day","https://www.daily-life-hacks.com/what-50-grams-of-protein-costs-per-day/","true","ok","false","index","true","9","11","7","false","false","false","assigned_valid","budget-protein","high-protein-on-a-budget-complete-guide","none","inspect_if_low_or_zero_impressions"
"P4","0","protein-per-dollar-cheapest-protein-sources","https://www.daily-life-hacks.com/protein-per-dollar-cheapest-protein-sources/","true","ok","false","index","true","15","18","9","false","false","false","assigned_valid","budget-protein","high-protein-on-a-budget-complete-guide","none","inspect_if_low_or_zero_impressions"
"P4","0","fiber-per-dollar-cheapest-high-fiber-foods","https://www.daily-life-hacks.com/fiber-per-dollar-cheapest-high-fiber-foods/","true","ok","false","index","true","23","28","10","false","false","false","assigned_valid","budget-fiber","how-to-eat-more-fiber-on-a-budget-complete-guide","none","inspect_if_low_or_zero_impressions"
"P4","0","high-protein-on-a-budget-complete-guide","https://www.daily-life-hacks.com/high-protein-on-a-budget-complete-guide/","true","ok","false","index","true","25","28","23","false","false","false","assigned_valid","budget-protein","","none","inspect_if_low_or_zero_impressions"
"P4","0","how-to-eat-more-fiber-on-a-budget-complete-guide","https://www.daily-life-hacks.com/how-to-eat-more-fiber-on-a-budget-complete-guide/","true","ok","false","index","true","67","70","27","false","false","false","assigned_valid","budget-fiber","","none","inspect_if_low_or_zero_impressions"
